title,genre
Twin Star Exorcists,"['hành động', 'shounen', 'romance', 'fantasy', 'siêu nhiên']"
Dai San Bu Kujo Jotaro: Mirai E No Isan ,"['hành động', 'phiêu lưu', 'drama', 'shounen', 'siêu nhiên']"
Hybrid x Heart Magias Academy Ataraxia ,"['ecchi', 'harem', 'blu-ray']"
Dragon Ball Heroes,"['hành động', 'hài hước', 'phiêu lưu', 'shounen', 'fantasy', 'super power', 'martial arts']"
Mieruko-chan,"['hài hước', 'kinh dị', 'siêu nhiên']"
Kingdom Season 4,"['hành động', 'lịch sử', 'seinen', 'military']"
Magi: Sinbad no Bouken (TV),"['hành động', 'phiêu lưu', 'phép thuật', 'shounen', 'fantasy']"
"Hamefura OVA, I Reincarnated into an Otome Game as a Villainess With Only Destruction Flags…, Destruction Flag Otome","['hài hước', 'drama', 'học đường', 'harem', 'romance', 'blu-ray', 'fantasy', 'shoujo', 'xuyên không - chuyển kiếp']"
The Ancient Magus' Bride ,"['phép thuật', 'shounen', 'đời thường', 'fantasy']"
Tonikaku Kawaii ~Đồng phục~,"['drama', 'đời thường', 'romance', 'viễn tưởng']"
Masamune-kun's Revenge,"['hài hước', 'học đường', 'shounen', 'harem', 'romance']"
ポプテピピック ,"['hài hước', 'parody', 'bẩn bựa']"
Boku no Hero Academia The Movie: Futari no Hero,"['hành động', 'học đường', 'super power']"
Tenchi Muyo! War on Geminar [Blu-ray],"['hành động', 'hài hước', 'ecchi', 'mecha', 'học đường', 'harem', 'fantasy', 'xuyên không - chuyển kiếp']"
"Jashin-chan Dropkick 3rd Season, Dropkick On My Devil!! 3rd Season","['hài hước', 'siêu nhiên']"
Toàn Chức Pháp Sư 5,"['phép thuật', 'học đường', 'hoạt hình trung quốc']"
Kabaneri of the Iron Fortress,"['hành động', 'kinh dị', 'drama', 'fantasy', 'siêu nhiên']"
Isekai Cheat Magician,"['hành động', 'phiêu lưu', 'fantasy', 'xuyên không - chuyển kiếp']"
"New Battle Vixens, Dragon Girls, Ikki Tousen","['hành động', 'ecchi']"
Phi Đội Ma Pháp Thần Tượng Liên Minh Không Quân - Phù Thủy Ánh Dương,"['hành động', 'hài hước', 'ecchi', 'đời thường', 'âm nhạc', 'viễn tưởng', 'military']"
Shadows House,"['đời thường', 'seinen', 'siêu nhiên']"
Seraph of the End: Vampire Reign ,"['drama', 'shounen', 'siêu nhiên', 'vampire']"
Blade Dance of the Elementalers,"['hành động', 'hài hước', 'ecchi', 'học đường', 'harem', 'romance', 'fantasy', 'seinen', 'siêu nhiên']"
Kuroko no Basket Movie 3: Winter Cup Soushuuhen - Tobira no Mukou,"['thể thao', 'học đường']"
"Saekano the Movie: Finale, Saenai Heroine no Sodatekata Movie, Saekano: How to Raise a Boring Girlfriend Movie","['hài hước', 'học đường', 'harem', 'đời thường', 'romance', 'blu-ray']"
Tử Xuyên,['hoạt hình trung quốc']
Hành Trình Dị Giới Của Ta,"['xuyên không - chuyển kiếp', 'hoạt hình trung quốc']"
Hunter X Hunter 1999,"['hành động', 'phiêu lưu', 'shounen', 'fantasy', 'super power']"
Grisaia no Kajitsu,"['drama', 'harem', 'romance', 'psychological']"
The Evolution Fruit: Conquering Life Unknowingly ,"['phiêu lưu', 'romance', 'fantasy']"
クールドジ男子 ,['hài hước']
Photo Kano,"['hành động', 'super power', 'siêu nhiên']"
Arifureta: From Commonplace to World's Strongest ,"['hành động', 'phiêu lưu', 'harem', 'fantasy', 'xuyên không - chuyển kiếp']"
High School Dxd Specials ,"['hành động', 'hài hước', 'ecchi', 'học đường', 'shounen', 'harem', 'romance', 'demons']"
银河之心 ,"['hành động', 'viễn tưởng', 'hoạt hình trung quốc']"
My Hero Academia the Movie 2: Heroes:Rising,"['hành động', 'học đường', 'super power']"
Prima Doll,"['viễn tưởng', 'đời thường']"
 LOVE of KILL,"['hành động', 'romance']"
Tiến sĩ đá,"['phiêu lưu', 'shounen', 'viễn tưởng']"
Chân Võ Đỉnh Phong,['hoạt hình trung quốc']
Kidou Senshi Gundam: Tekketsu no Orphans ,"['hành động', 'mecha', 'drama', 'viễn tưởng', 'space']"
Fate/Grand Order: Zettai Majuu Sensen Babylonia,"['hành động', 'phép thuật', 'fantasy', 'siêu nhiên']"
King Ranking,"['hài hước', 'phiêu lưu', 'fantasy']"
 Quân Hữu Vân,['hoạt hình trung quốc']
Dr. Stone: Ryuusui,"['phiêu lưu', 'shounen', 'viễn tưởng']"
Chuunibyou Demo Koi Ga Shitai ,"['hài hước', 'drama', 'học đường', 'đời thường', 'romance']"
Servamp,"['hành động', 'hài hước', 'drama', 'siêu nhiên', 'vampire', 'josei']"
 Học Viên Ưu Tú ở Trường Cao Trung Ma Pháp: Hồi Ức,"['hành động', 'phép thuật', 'học đường', 'romance', 'viễn tưởng', 'siêu nhiên']"
25-sai no Joshikousei,"['ecchi', 'học đường', 'romance']"
"Why the hell are you here, Teacher!?","['hài hước', 'ecchi', 'học đường', 'seinen']"
Yu-Gi-Oh! 5D's ,"['hành động', 'shounen', 'fantasy', 'game']"
Dragonball Kai 2014 ,"['hành động', 'hài hước', 'phiêu lưu', 'shounen', 'fantasy', 'super power', 'martial arts']"
Tokyo Revengers,"['hành động', 'drama', 'học đường', 'shounen']"
High School DxD New Episode 13 ,"['hành động', 'hài hước', 'ecchi', 'học đường', 'shounen', 'harem', 'romance', 'demons']"
Danshi Koukousei No Nichijou ,"['hài hước', 'học đường', 'shounen', 'đời thường']"
Absolute Duo,"['hành động', 'ecchi', 'học đường', 'harem', 'romance', 'siêu nhiên']"
Fate/stay night: Heaven's Feel - III. Spring Song,"['hành động', 'phép thuật', 'drama', 'fantasy', 'siêu nhiên']"
Natsume Yuujinchou ,"['drama', 'đời thường', 'fantasy', 'shoujo', 'siêu nhiên']"
Your Name.,"['drama', 'học đường', 'romance', 'siêu nhiên']"
Charlotte,"['drama', 'học đường', 'super power']"
High Kyuu!! Movie 3 ,"['hài hước', 'drama', 'thể thao', 'học đường', 'shounen']"
I Shaved. Then I Brought a High School Girl Home.,"['drama', 'romance']"
The Hentai Prince and the Stony Cat ,"['hài hước', 'học đường', 'harem', 'romance', 'siêu nhiên']"
Shokugeki no Souma OVA,"['ecchi', 'học đường', 'shounen', 'blu-ray']"
Khổng Minh Thích Tiệc Tùng,"['hài hước', 'phiêu lưu', 'lịch sử']"
"Re: Life in a different world from zero 2nd Season, ReZero 2nd Season, Re:Zero - Starting Life in Another World 2","['drama', 'fantasy', 'psychological', 'thriller', 'xuyên không - chuyển kiếp']"
Bleach: Jump Festa 2005,"['hành động', 'phiêu lưu', 'fantasy']"
Saiki Kusuo no Psi Nan,"['hài hước', 'học đường', 'shounen', 'đời thường', 'siêu nhiên']"
Kyoukai no Kanata [Bluray] ,"['đời thường', 'fantasy', 'siêu nhiên']"
Knight's & Magic,"['hành động', 'mecha', 'học đường', 'fantasy']"
Dragon Ball Super Movie: Broly,"['hành động', 'hài hước', 'phiêu lưu', 'shounen', 'fantasy', 'super power', 'martial arts']"
Kamen Rider Build,"['hành động', 'tokusatsu', 'super power', 'siêu nhiên']"
Đại Vương Tha Mạng,['hoạt hình trung quốc']
"Liang Bu Yi, No Doubt In Us","['hài hước', 'romance', 'lịch sử', 'hoạt hình trung quốc']"
"Fabiniku, Isekai Bishoujo Juniku Ojisan","['hài hước', 'phiêu lưu', 'fantasy', 'xuyên không - chuyển kiếp']"
Miru Tights,"['ecchi', 'học đường']"
Shaman King (2021),"['hành động', 'hài hước', 'phiêu lưu', 'shounen', 'super power', 'siêu nhiên']"
"Trò Đùa Đáng Yêu Mùa 3, Karakai Jouzu no Takagi-san Third Season, Teasing Master Takagi-san","['hài hước', 'học đường', 'shounen', 'đời thường', 'romance']"
Fleet Girls Collection KanColle ,"['hành động', 'học đường', 'đời thường', 'viễn tưởng', 'military']"
Made in Abyss,"['ecchi', 'drama', 'fantasy', 'mystery', 'viễn tưởng']"
Bách Yêu Phổ 3 - Kinh Sư Thiên,"['phiêu lưu', 'fantasy', 'siêu nhiên', 'mystery', 'hoạt hình trung quốc']"
Thánh Hiệp Sĩ Từ Nơi Tận Cùng,"['phiêu lưu', 'fantasy']"
Kyokou Suiri,"['hài hước', 'shounen', 'romance', 'siêu nhiên', 'mystery', 'demons']"
Shoot! Mở Lối Tương Lai,"['thể thao', 'học đường']"
High School Dxd Episodes 13 And 14 ,"['hành động', 'hài hước', 'ecchi', 'học đường', 'shounen', 'harem', 'romance', 'demons']"
High School DxD BorN: Yomigaeranai Fushichou,"['hành động', 'hài hước', 'ecchi', 'học đường', 'shounen', 'harem', 'romance', 'demons']"
Kuroko no Basket Movie 2: Winter Cup Soushuuhen - Namida no Saki e,"['thể thao', 'học đường']"
Akatsuki no Yona (Yona Của Bình Minh),"['phiêu lưu', 'romance', 'fantasy', 'shoujo']"
Log Horizon: Chân Trời Ký Lục 2,"['hành động', 'phiêu lưu', 'phép thuật', 'fantasy', 'game']"
Restaurant to Another World - Quán Nhậu Dị Giới,"['hài hước', 'fantasy', 'mystery', 'xuyên không - chuyển kiếp']"
Kaguya-sama: Love is War Season 2 ,"['hài hước', 'học đường', 'romance', 'seinen', 'psychological']"
"Re: Life in a different world from zero 2nd Season, ReZero 2nd Season, Re:Zero - Starting Life in Another World 2","['drama', 'fantasy', 'psychological', 'thriller', 'xuyên không - chuyển kiếp']"
Interspecies Reviewers Blu-ray,"['hài hước', 'ecchi', 'fantasy']"
Kiss X Sis (TV) ,"['hài hước', 'ecchi', 'học đường', 'harem', 'romance', 'seinen']"
Date A Live Fragment: Date A Bullet,"['hài hước', 'mecha', 'học đường', 'harem', 'romance', 'viễn tưởng']"
Nguyên Long 2,"['xuyên không - chuyển kiếp', 'hoạt hình trung quốc']"
Shironeko Project ZERO CHRONICLE ,"['hành động', 'phiêu lưu', 'phép thuật', 'fantasy']"
"Yuuna of Yuragi Manor, Yuuna and the Haunted Hot Springs","['hài hước', 'ecchi', 'shounen', 'harem', 'romance', 'siêu nhiên']"
Dogeza de tanondemita ,"['hài hước', 'ecchi', 'fantasy']"
"Miss Kobayashi's Dragon Maid S, Kobayashi-san Chi no Maid Dragon 2nd Season, Miss Kobayashi's Dragon Maid 2nd Season, The maid dragon of Kobayashi-san 2nd Season","['hài hước', 'đời thường', 'fantasy']"
"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense 2nd Season, I hate being in pain, so I think I'll make a full defense build 2, I Hate Getting Hurt, So I Put All My Skill Points Into Defense 2","['hành động', 'hài hước', 'phiêu lưu', 'viễn tưởng', 'fantasy']"
Kanojo mo Kanojo,"['hài hước', 'học đường', 'shounen', 'đời thường', 'romance']"
Encouragement of Climb,"['phiêu lưu', 'hài hước', 'đời thường', 'cgdct']"
"DanMachi II OVA, Is It Wrong to Try to Pick Up Girls in a Dungeon? II OVA","['hành động', 'hài hước', 'ecchi', 'phiêu lưu', 'romance', 'fantasy']"
"Hachinan tte, Sore wa Nai deshou!, The 8th son? Are you kidding me?","['hành động', 'fantasy']"
Đại Chiến Người Và Thần ,"['hành động', 'drama', 'seinen', 'super power', 'siêu nhiên']"
Utawarerumono: Itsuwari no Kamen,"['hành động', 'drama', 'viễn tưởng', 'fantasy']"
Dragon Ball GT ,"['hành động', 'hài hước', 'phiêu lưu', 'shounen', 'fantasy', 'super power', 'martial arts']"
Kings Raid: Ishi wo Tsugumono-tachi,"['hành động', 'phiêu lưu', 'phép thuật', 'fantasy']"
Nguyên Long,"['xuyên không - chuyển kiếp', 'hoạt hình trung quốc']"
The Legend of the Galactic Heroes: The New Thesis - Encounter,"['drama', 'viễn tưởng', 'adult cast', 'military', 'space']"
Shadowverse F,"['fantasy', 'game']"
Prison School Live Action ,"['hài hước', 'ecchi', 'học đường', 'romance', 'seinen']"
The Pet Girl of Sakurasou [Blu-ray],"['hài hước', 'drama', 'học đường', 'đời thường', 'romance']"
Thiếu Niên Bạch Mã Túy Xuân Phong,['hoạt hình trung quốc']
"The Romcom Where The Childhood Friend Won't Lose!, Osamake","['hài hước', 'học đường', 'harem', 'romance']"
Kizumonogatari I: Tekketsu-hen,"['siêu nhiên', 'vampire', 'mystery']"
Kishuku Gakkou no Juliet,"['hành động', 'hài hước', 'học đường', 'shounen', 'romance']"
Inazuma Eleven,"['thể thao', 'shounen', 'super power']"
One Punch Man OVA + SP,"['hành động', 'hài hước', 'viễn tưởng', 'seinen', 'super power', 'siêu nhiên', 'parody']"
Vua Quỷ,"['hành động', 'hài hước', 'học đường', 'shounen', 'siêu nhiên', 'demons']"
Kuroitsu-san from the Monster Development Department,"['hài hước', 'fantasy']"
Bakuman Live-Action,"['hài hước', 'drama', 'shounen', 'romance']"
Kami-tachi ni Hirowareta Otoko ,"['phiêu lưu', 'đời thường', 'fantasy']"
Khe Hở Không Gian,['hoạt hình trung quốc']
Pocket Monsters Generations,"['hành động', 'phiêu lưu', 'fantasy', 'game', 'kid']"
Inou-Batoru wa Nichijou-kei no Naka de ,"['hài hước', 'học đường', 'romance', 'siêu nhiên']"
Monster Musume no Iru Nichijou: Hobo Mainichi ◯◯! Namappoi Douga,"['hài hước', 'ecchi', 'harem']"
Gleipnir,"['hành động', 'ecchi', 'seinen', 'siêu nhiên', 'mystery']"
Triage X Episode 11 ,"['hành động', 'ecchi', 'học đường', 'shounen']"
Lotte no Omocha! ,"['hài hước', 'ecchi', 'romance', 'fantasy', 'xuyên không - chuyển kiếp']"
King of Games,"['hành động', 'shounen', 'fantasy', 'game']"
Noragami Aragoto,"['hành động', 'phiêu lưu', 'shounen', 'blu-ray', 'siêu nhiên']"
Ao No Exorcist,"['hành động', 'shounen', 'fantasy', 'siêu nhiên', 'demons']"
Attack on Titan: Crimson Bow and Arrow,"['hành động', 'drama', 'shounen', 'fantasy', 'super power', 'mystery', 'military']"
Yuragi-sou no Yuuna-san OVA,"['hài hước', 'ecchi', 'shounen', 'harem', 'romance', 'siêu nhiên']"
Nisekoi: False Love BD,"['hài hước', 'học đường', 'shounen', 'harem', 'romance']"
Code Geass: Hangyaku No Lelouch R2 ,"['hành động', 'mecha', 'học đường', 'viễn tưởng', 'super power', 'military']"
Chư Thiên Kỷ,"['xuyên không - chuyển kiếp', 'hoạt hình trung quốc']"
Nụ Cười Của Arsnotoria ,"['hành động', 'game']"
Yugioh ,"['hành động', 'shounen', 'fantasy', 'game']"
"Cardfight!! Vanguard: overDress Season 3, Cardfight!! Vanguard: Over Dress","['fantasy', 'car']"
Kuroko no Basket 3rd Season NG-shuu,"['thể thao', 'học đường']"
The Asterisk War: The Academy City on the Water,"['hài hước', 'ecchi', 'học đường', 'harem', 'romance', 'viễn tưởng', 'fantasy', 'siêu nhiên']"
Domestic Girlfriend,"['drama', 'học đường', 'shounen', 'romance']"
Kamen Rider Revice,"['hành động', 'tokusatsu']"
World Break: Aria of Curse for a Holy Swordsman ,"['hành động', 'học đường', 'harem', 'romance', 'fantasy', 'siêu nhiên']"
Hajimete no Gal,"['hài hước', 'ecchi', 'học đường', 'shounen', 'romance']"
Oresuki,"['hài hước', 'học đường', 'romance']"
Horsaga,"['hành động', 'phiêu lưu', 'phép thuật', 'fantasy']"
Otakoi: Otaku Can't Fall in Love?! ,"['hài hước', 'đời thường', 'romance']"
Golden Time [Blur-ray] ,"['hài hước', 'drama', 'romance']"
Gintama.: Shirogane no Tamashii-hen 2,"['hành động', 'hài hước', 'shounen', 'lịch sử', 'viễn tưởng', 'parody']"
"Vallove, Ikusa x Koi","['hành động', 'hài hước', 'ecchi', 'học đường', 'shounen', 'harem', 'siêu nhiên']"
Yu-gi-oh! Duel Monsters Gx,"['hành động', 'shounen', 'fantasy', 'game']"
Combatants Will Be Dispatched! ,"['hành động', 'hài hước', 'fantasy']"
Love All Play,"['thể thao', 'học đường']"
Kamen Rider Zero One,"['hành động', 'hài hước', 'tokusatsu']"
Teppen!!!!!!!!!!!!!!!: Cười Ra Nước Mắt,"['hài hước', 'đời thường']"
Kono Subarashii Sekai ni Shukufuku wo!: Kurenai Densetsu,"['hài hước', 'phiêu lưu', 'phép thuật', 'fantasy', 'siêu nhiên', 'parody']"
山海绝伦 ,"['hành động', 'fantasy', 'hoạt hình trung quốc']"
Nekomonogatari: Shiro ,"['hài hước', 'siêu nhiên', 'mystery']"
Skirt no Naka wa Kedamono Deshita.,"['ecchi', 'drama', 'romance']"
"Gekijouban Nanatsu no Taizai Hikari ni Norowareshi Mono-tachi, The Seven Deadly Sins the Movie: Cursed by Light","['hành động', 'phiêu lưu', 'phép thuật', 'shounen', 'fantasy', 'siêu nhiên']"
Kiếm Tiên Ở Đây,['hoạt hình trung quốc']
Kuroko No Basket: Oshaberi Shiyokka ,"['thể thao', 'học đường']"
Ichiban Ushiro no Daimaou ,"['hành động', 'hài hước', 'ecchi', 'phép thuật', 'học đường', 'harem', 'fantasy']"
Hãy Tô Màu Thế Giới Ngày Mai,"['phép thuật', 'drama', 'romance']"
High Kyuu!! Movie 2 ,"['hài hước', 'drama', 'thể thao', 'học đường', 'shounen']"
Amagami SS,"['hài hước', 'học đường', 'đời thường', 'romance']"
Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,"['hành động', 'hài hước', 'phiêu lưu', 'viễn tưởng', 'fantasy']"
Ganbare Douki-chan,"['hài hước', 'ecchi', 'romance']"
Nanatsu no Taizai: Imashime no Fukkatsu Joshou,"['hành động', 'phiêu lưu', 'phép thuật', 'shounen', 'fantasy', 'siêu nhiên']"
"Diệt Slime Suốt 300 Năm, Tôi Level MAX Lúc Nào Chẳng Hay","['hài hước', 'đời thường', 'fantasy']"
Seikon No Qwaser BD ,"['hành động', 'ecchi', 'seinen', 'super power', 'siêu nhiên']"
Tạm Dừng! Đợi Ta Xem Hướng Dẫn,"['phiêu lưu', 'siêu nhiên', 'hoạt hình trung quốc']"
More Trouble ,"['hài hước', 'ecchi', 'học đường', 'shounen', 'harem', 'viễn tưởng']"
Nozoki Ana ,"['hài hước', 'ecchi', 'drama']"
No Game No Life BD,"['drama', 'romance', 'fantasy', 'game', 'siêu nhiên']"
"Dakaretai Otoko Ichii ni Odosarete Imasu., Dakaretai Otoko No.1 ni Odosareteimasu.","['drama', 'shounen', 'romance', 'shounen ai']"
Youjo Senki Blu-ray ,"['phép thuật', 'military']"
Code Geass: Fukkatsu no Lelouch ,"['hành động', 'mecha', 'drama', 'viễn tưởng', 'super power', 'military']"
K-ON! Season 1,"['hài hước', 'học đường', 'đời thường', 'âm nhạc']"
Muv-Luv Alternative,"['hành động', 'drama', 'viễn tưởng', 'mecha', 'military']"
Magi: Sinbad no Bouken,"['hành động', 'phiêu lưu', 'phép thuật', 'shounen', 'fantasy']"
Miss Kobayashi's Dragon Maid,"['hài hước', 'đời thường', 'fantasy']"
Vinland Saga,"['hành động', 'phiêu lưu', 'drama', 'lịch sử', 'seinen']"
Peach Boy Riverside,"['shounen', 'fantasy']"
Kuroko No Basket 2nd Season Ng-shuu,"['thể thao', 'học đường']"
Ex-Arm,"['hành động', 'ecchi', 'viễn tưởng', 'seinen']"
Rio Rainbow Gate Ss1,"['hài hước', 'ecchi', 'game']"
Kimetsu Gakuen: Valentine-hen,"['hành động', 'shounen', 'lịch sử', 'blu-ray', 'siêu nhiên', 'demons']"
Hai to Gensou no Grimgar,"['hành động', 'phiêu lưu', 'drama', 'fantasy']"
Hundred,"['hành động', 'ecchi', 'mecha', 'học đường', 'harem', 'romance', 'viễn tưởng']"
Kono Subarashii Sekai ni Shukufuku wo! Blu-ray,"['hài hước', 'phiêu lưu', 'phép thuật', 'fantasy', 'siêu nhiên', 'parody']"
Yu-gi-oh ! First Series - Yugioh ! First Series,"['hành động', 'shounen', 'fantasy', 'game']"
Magical Warfare - Mahou Sensou,"['hành động', 'phép thuật', 'viễn tưởng']"
萌妻食神 (Meng Qi Shi Shen),"['xuyên không - chuyển kiếp', 'hoạt hình trung quốc']"
Taishou Maiden Fairytale ,"['hài hước', 'đời thường', 'romance']"
Getsuyoubi no Tawawa,"['hài hước', 'ecchi', 'đời thường']"
Steins;Gate,"['viễn tưởng', 'thriller']"
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden (TV) 2nd Season,"['phép thuật', 'drama', 'psychological', 'thriller']"
Đấu Phá Thương Khung OVA,"['hành động', 'super power', 'siêu nhiên', 'hoạt hình trung quốc']"
IS: Infinite Stratos 2 BD,"['hành động', 'hài hước', 'ecchi', 'mecha', 'harem', 'viễn tưởng']"
One-Punch Man ,"['hành động', 'hài hước', 'viễn tưởng', 'seinen', 'super power', 'siêu nhiên', 'parody']"
Owari no Seraph: Nagoya Kessen-hen ,"['drama', 'shounen', 'siêu nhiên', 'vampire']"
Hagane no Renkinjutsushi ,"['hành động', 'phiêu lưu', 'phép thuật', 'drama', 'shounen', 'blu-ray', 'fantasy']"
"Science Fell in Love, So I Tried to Prove It 2nd Season, Rikekoi, Rikei ga Koi ni Ochita no de Shoumei shitemita. r=1-sinθ","['hài hước', 'romance']"
Bách Quỷ Dạ Hành SS1,"['hành động', 'shounen', 'siêu nhiên', 'demons']"
Guilty Crown,"['hành động', 'drama', 'romance', 'viễn tưởng', 'super power']"
Manual of Hundred Demons - Bai Yao Pu,"['phiêu lưu', 'fantasy', 'siêu nhiên', 'mystery', 'hoạt hình trung quốc']"
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo? [Blu-ray],"['hành động', 'hài hước', 'fantasy', 'siêu nhiên', 'xuyên không - chuyển kiếp']"
"Tantei wa Mou, Shindeiru - The Detective Is Already Dead","['hài hước', 'drama', 'romance', 'mystery']"
Yu-gi-oh ! Zexal - Yugioh Zexal,"['hành động', 'shounen', 'fantasy', 'game']"
Berserk,"['hành động', 'phiêu lưu', 'kinh dị', 'drama', 'romance', 'fantasy', 'seinen', 'siêu nhiên', 'demons']"
Myriad Colors Phantom World,"['hành động', 'hài hước', 'đời thường', 'fantasy', 'siêu nhiên']"
Boruto: The Naruto Movie​,"['hành động', 'hài hước', 'shounen', 'super power', 'martial arts']"
Captain Tsubasa (2018),"['hành động', 'thể thao', 'shounen']"
"A Boring World Where the Concept of Dirty Jokes Doesn't Exist, Shimoseka","['hài hước', 'ecchi', 'học đường']"
Meitantei Conan: Zero no Nichijou ,"['trinh thám', 'đời thường']"
Kill La Kill,"['hành động', 'hài hước', 'ecchi', 'học đường', 'super power']"
Everyday Life with Monster Girls OVA,"['hài hước', 'ecchi', 'harem', 'romance', 'fantasy', 'seinen']"
This Hero is Invincible but ,"['hành động', 'hài hước', 'ecchi', 'phiêu lưu', 'fantasy']"
We Never Learn,"['hài hước', 'học đường', 'shounen', 'harem', 'romance']"
The Last Naruto The Movie,"['hành động', 'hài hước', 'shounen', 'super power', 'martial arts']"
Yu-Gi-Oh! VRAINS ,"['hành động', 'shounen', 'fantasy', 'game']"
Violet Evergarden,"['drama', 'đời thường', 'fantasy']"
Meikyuu Black Company - The Dungeon of Black Company,"['hài hước', 'fantasy']"
Impostory,"['hài hước', 'siêu nhiên', 'mystery']"
Kuroko no Basket OVA 2,"['thể thao', 'học đường']"
The 7 Deadly Sins ,"['ecchi', 'fantasy']"
Hellsing Ultimate (2006) bản BD,"['hành động', 'kinh dị', 'seinen', 'siêu nhiên', 'vampire']"
Toàn Chức Cao Thủ - Đỉnh Cao Vinh Diệu,"['hành động', 'game', 'hoạt hình trung quốc']"
Huang Yan ,"['kinh dị', 'trinh thám', 'romance', 'hoạt hình trung quốc']"
Date A Live Ii ,"['hài hước', 'mecha', 'học đường', 'harem', 'romance', 'viễn tưởng']"
RPG Real Estate,"['hài hước', 'đời thường', 'fantasy']"
Build Divide: #000000,"['fantasy', 'game']"
Jojo's Bizarre Adventure SS1 + SS2,"['hành động', 'phiêu lưu', 'drama', 'shounen', 'siêu nhiên']"
Toàn Chức Pháp Sư ,"['phép thuật', 'học đường', 'hoạt hình trung quốc']"
Overlord Movie : Fushisha no Ou The Undead King,"['hành động', 'phiêu lưu', 'phép thuật', 'fantasy', 'game', 'siêu nhiên']"
To Become a Real Heroine! The Unpopular Girl and the Secret Task,"['học đường', 'fantasy']"
Berserk,"['hành động', 'phiêu lưu', 'phép thuật', 'kinh dị', 'drama', 'romance', 'fantasy', 'siêu nhiên', 'demons']"
"Don't Toy with Me, Miss Nagator ","['hài hước', 'đời thường', 'romance']"
Feng Ling Yu Xiu,"['hành động', 'hoạt hình trung quốc']"
To LOVE-Ru Trouble Darkness 2nd [Blu-ray],"['hài hước', 'ecchi', 'học đường', 'shounen', 'harem', 'viễn tưởng']"
The King's Avatar (2018) ,"['hành động', 'game', 'hoạt hình trung quốc']"
Yashahime: Princess Half-Demon ,"['hành động', 'hài hước', 'phiêu lưu', 'phép thuật', 'lịch sử', 'fantasy', 'siêu nhiên', 'demons']"
Kamen Rider Zi-O,"['hành động', 'tokusatsu', 'super power', 'siêu nhiên']"
Kuroko No Basket: Tip Off,"['thể thao', 'học đường']"
Trinity Seven Movie 2: Tenkuu Toshokan to Shinku no Maou,"['hành động', 'hài hước', 'ecchi', 'phép thuật', 'học đường', 'shounen', 'romance', 'viễn tưởng', 'fantasy']"
Kemono Jihen,"['hành động', 'shounen', 'siêu nhiên', 'mystery', 'demons']"
Senpai ga Uzai Kouhai no Hanashi ,"['hài hước', 'đời thường', 'romance']"
Super Dragon Ball Heroes: Universe Mission,"['hành động', 'hài hước', 'phiêu lưu', 'shounen', 'fantasy', 'super power', 'martial arts']"
Pop Team Epic,"['hài hước', 'parody', 'bẩn bựa']"
The Promised Neverland 2nd Season ,"['kinh dị', 'shounen', 'viễn tưởng', 'mystery', 'psychological', 'thriller']"
Tonari no Kaibutsukun ,"['hài hước', 'học đường', 'đời thường', 'romance', 'shoujo']"
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,"['hài hước', 'drama', 'học đường', 'đời thường', 'romance']"
Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 1 - Wandering; Agateram,"['hành động', 'phép thuật', 'fantasy', 'siêu nhiên']"
Boku no Hero Academia Ikinokore Kesshi no Survival Kunren,"['hành động', 'học đường', 'shounen', 'đời thường', 'super power']"
Blue Period,"['drama', 'đời thường']"
Kuroko No Basket Ng-shu,"['thể thao', 'học đường']"
Strike the Blood Third,"['hành động', 'ecchi', 'học đường', 'harem', 'fantasy', 'siêu nhiên', 'vampire']"
Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season ,"['hành động', 'mecha', 'drama', 'viễn tưởng', 'space']"
Dũng Sỹ Diệt Yêu Tinh,"['hành động', 'fantasy']"
Touhou Gensou Mangekyou,"['phép thuật', 'siêu nhiên']"
Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,"['hành động', 'mecha', 'học đường', 'viễn tưởng', 'super power', 'military']"
"Boku no Hero Academia HLA, Heroes League Baseball, Boku no Hero Academia: Warae! Jigoku no You ni",['fantasy']
 Kaguya-sama: Love is War OVA,"['hài hước', 'học đường', 'romance', 'seinen', 'psychological']"
Maji De Watashi Ni Koi Shinasai!! Uncensor [bd],"['hài hước', 'ecchi', 'học đường', 'harem', 'romance', 'super power', 'martial arts']"
Re:Creators,"['hành động', 'blu-ray', 'viễn tưởng', 'fantasy']"
SSSS.Dynazenon,"['hành động', 'mecha', 'viễn tưởng']"
My Ordinary Life,"['hài hước', 'học đường', 'shounen', 'đời thường']"
"JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai, JoJo's Bizarre Adventure ","['hành động', 'phiêu lưu', 'drama', 'shounen', 'siêu nhiên']"
Noblesse,"['hành động', 'học đường', 'siêu nhiên', 'vampire']"
Armor Shop for Ladies & Gentlemen,"['hài hước', 'ecchi', 'fantasy']"
Kamen Rider Saber,['tokusatsu']
Durarara!! ,"['hành động', 'siêu nhiên', 'mystery']"
